	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr2_129701137_129701337	chr2	129701137	129701337	+	736.0	BALBC_PU1_notx_idr.tsv	Intergenic	MIRb|SINE|MIR	-1299.0	NM_018863	18610.0	Mm.6239	NM_018863	ENSMUSG00000027400	Pdyn	Dyn	prodynorphin	protein-coding	10.675	3.465
chr5_36693248_36693448	chr5	36693248	36693448	+	736.0	BALBC_PU1_notx_idr.tsv	intron (NM_001081232, intron 1 of 8)	intron (NM_001081232, intron 1 of 8)	2673.0	NM_001081232	320661.0	Mm.26480	NM_177221	ENSMUSG00000029190	D5Ertd579e	9030221A05Rik|A930018H20Rik|Kiaa0232	DNA segment, Chr 5, ERATO Doi 579, expressed	protein-coding	12.74	5.165
chr6_98128114_98128314	chr6	98128114	98128314	+	736.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTEa|LTR|ERVL-MaLR	136431.0	NM_008601	17342.0	Mm.333284	NM_008601	ENSMUSG00000035158	Mitf	BCC2|Bhlhe32|Gsfbcc2|Vitiligo|Wh|bw|mi|vit	microphthalmia-associated transcription factor	protein-coding	13.045000000000002	5.7799999999999985
chr6_129623770_129623970	chr6	129623770	129623970	+	736.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_001286018)	promoter-TSS (NM_001286018)	-6.0	NM_001083322	27007.0	Mm.8217	NM_033078	ENSMUSG00000030149	Klrk1	D6H12S2489E|NKG2-D|Nkg2d	killer cell lectin-like receptor subfamily K, member 1	protein-coding	10.435	3.615
chr4_116395595_116395795	chr4	116395595	116395795	+	735.0	BALBC_PU1_notx_idr.tsv	intron (NM_008641, intron 3 of 28)	GA-rich|Low_complexity|Low_complexity	68486.0	NM_008641	17776.0	Mm.9287	NM_008641	ENSMUSG00000003810	Mast2	MAST205|Mtssk	microtubule associated serine/threonine kinase 2	protein-coding	11.885000000000002	4.92
chr6_113978402_113978602	chr6	113978402	113978602	+	735.0	BALBC_PU1_notx_idr.tsv	intron (NM_009723, intron 2 of 21)	intron (NM_009723, intron 2 of 21)	-43821.0	NM_001347365	11941.0	Mm.321755	NM_009723	ENSMUSG00000030302	Atp2b2	D6Abb2e|Gena300|PMCA2|Tmy|dfw|jog|wms|wri	ATPase, Ca++ transporting, plasma membrane 2	protein-coding	12.35	5.24
chr12_104327788_104327988	chr12	104327788	104327988	+	735.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx2B2|LINE|L1	-10598.0	NM_011458	20714.0	Mm.291569	NM_011458	ENSMUSG00000058207	Serpina3k	1300001I07Rik|D12Rp54|MMCM2|MMSpi2|RP54|Spi-2|Spi2|contrapsin	serine (or cysteine) peptidase inhibitor, clade A, member 3K	protein-coding	11.3	3.925
chr1_77281840_77282040	chr1	77281840	77282040	+	735.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	214828.0	NR_105770	102465180.0		NR_105770	ENSMUSG00000099141	Mir6352	Gm27481|mmu-mir-6352	microRNA 6352	ncRNA	10.325	1.92
chr5_105586872_105587072	chr5	105586872	105587072	+	735.0	BALBC_PU1_notx_idr.tsv	intron (NM_133897, intron 3 of 3)	intron (NM_133897, intron 3 of 3)	67501.0	NM_133897	100604.0	Mm.319847	NM_133897	ENSMUSG00000054720	Lrrc8c	AD158|AI326115|E430036I04Rik|fad158	leucine rich repeat containing 8 family, member C	protein-coding	15.29	7.004999999999999
chr3_87676978_87677178	chr3	87676978	87677178	+	735.0	BALBC_PU1_notx_idr.tsv	intron (NM_001003912, intron 1 of 39)	intron (NM_001003912, intron 1 of 39)	58327.0	NM_001003912	213498.0	Mm.287267	NM_001003912	ENSMUSG00000041977	Arhgef11	B930073M02|E130307F09|PDZ-RhoGEF|Prg|RhoGEF|mKIAA0380	Rho guanine nucleotide exchange factor (GEF) 11	protein-coding	10.9	2.77
chr7_129496287_129496487	chr7	129496287	129496487	+	735.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-95476.0	NM_172255	207425.0	Mm.229323	NM_172255	ENSMUSG00000042055	Wdr11	2900055P10Rik|AW489876|Brwd2|mKIAA1351	WD repeat domain 11	protein-coding	10.615	3.08
chr13_52535266_52535466	chr13	52535266	52535466	+	735.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-4530.0	NM_001024474	68203.0	Mm.29362	NM_001024474	ENSMUSG00000047842	Diras2	2900052J15Rik|AI414999	DIRAS family, GTP-binding RAS-like 2	protein-coding	10.26	3.625
chr2_40528847_40529047	chr2	40528847	40529047	+	735.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1Md_F2|LINE|L1	-1302609.0	NM_024209	67857.0	Mm.389242	NM_024209	ENSMUSG00000026753	Ppp6c	2310003C10Rik	protein phosphatase 6, catalytic subunit	protein-coding	11.825	2.77
chr4_61426687_61426887	chr4	61426687	61426887	+	735.0	BALBC_PU1_notx_idr.tsv	intron (NM_001045550, intron 3 of 5).2	intron (NM_001045550, intron 3 of 5).2	12915.0	NM_008647	17841.0	Mm.335875	NM_008647	ENSMUSG00000078688	Mup2	AA589603|Mup-2|Mup18|Mup4	major urinary protein 2	protein-coding	12.864999999999998	2.075
chr7_28716620_28716820	chr7	28716620	28716820	+	735.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_015796)	promoter-TSS (NM_015796)	-62.0	NM_001310687	50760.0	Mm.358659	NM_015796	ENSMUSG00000030598	Fbxo17	Fbg4|Fbx17|Fbxo26	F-box protein 17	protein-coding	10.09	3.155
chr10_5528309_5528509	chr10	5528309	5528509	+	734.0	BALBC_PU1_notx_idr.tsv	intron (NM_001347732, intron 2 of 145)	intron (NM_001347732, intron 2 of 145)	22283.0	NM_001347732	64009.0	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	21.475	8.33
chr5_137969065_137969265	chr5	137969065	137969265	+	734.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR26_Mus|LTR|ERVK	-6206.0	NM_080450	118446.0	Mm.332771	NM_080450	ENSMUSG00000056966	Gjc3	Cx29|Gje1	gap junction protein, gamma 3	protein-coding	12.57	0.0
chr4_87711232_87711432	chr4	87711232	87711432	+	733.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	94991.0	NM_001286158	70122.0	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	protein-coding	11.075	4.48
chr1_56076918_56077118	chr1	56076918	56077118	+	733.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	58040.0	NR_126075	69356.0	Mm.393775	NR_126075	ENSMUSG00000100372	1700003I22Rik	-	RIKEN cDNA 1700003I22 gene	ncRNA	17.490000000000002	3.005
chr6_47649832_47650032	chr6	47649832	47650032	+	733.0	BALBC_PU1_notx_idr.tsv	Intergenic	(GGAA)n|Simple_repeat|Simple_repeat	5162.0	NR_002841	19799.0		NR_002841		Rn4.5s	-	4.5S RNA	rRNA	13.665	5.63
chr11_88850090_88850290	chr11	88850090	88850290	+	733.0	BALBC_PU1_notx_idr.tsv	intron (NM_001042541, intron 1 of 10)	intron (NM_001042541, intron 1 of 10)	1313.0	NM_009648	11640.0	Mm.2969	NM_009648	ENSMUSG00000018428	Akap1	AKAP121|AKAP84|Akap|C76494|C81186|DAKAP1|S-AKAP84	A kinase (PRKA) anchor protein 1	protein-coding	18.16	1.39
chr14_60359008_60359208	chr14	60359008	60359208	+	733.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-19178.0	NM_001164705	72125.0	Mm.275499	NM_028113	ENSMUSG00000021986	Amer2	2600011E07Rik|Fam123a	APC membrane recruitment 2	protein-coding	12.17	4.935
chr8_77275611_77275811	chr8	77275611	77275811	+	732.0	BALBC_PU1_notx_idr.tsv	intron (NM_030113, intron 20 of 22)	intron (NM_030113, intron 20 of 22)	-241345.0	NR_028125	70345.0	Mm.411813	NR_028125	ENSMUSG00000097882	0610038B21Rik	-	RIKEN cDNA 0610038B21 gene	ncRNA	12.06	4.0
chr8_69262383_69262583	chr8	69262383	69262583	+	732.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR20C2_MM|LTR|ERVK	-8597.0	NM_172491	211135.0	Mm.294970	NM_172491	ENSMUSG00000079038	D130040H23Rik	-	RIKEN cDNA D130040H23 gene	protein-coding	13.62	1.39
chr1_171358843_171359043	chr1	171358843	171359043	+	731.0	BALBC_PU1_notx_idr.tsv	TTS (NM_011070)	TTS (NM_011070)	1855.0	NM_001033039	68874.0	Mm.10756	NM_001033039	ENSMUSG00000045259	Klhdc9	1190002J23Rik|AA087357|ESTM31	kelch domain containing 9	protein-coding	10.67	2.23
chr17_28975128_28975328	chr17	28975128	28975328	+	731.0	BALBC_PU1_notx_idr.tsv	intron (NM_134115, intron 10 of 13)	intron (NM_134115, intron 10 of 13)	22012.0	NM_025888	66989.0	Mm.435	NM_025888	ENSMUSG00000005936	Kctd20	2410004N11Rik|AI451943|AW541186|D17Ertd562e	potassium channel tetramerisation domain containing 20	protein-coding	12.005	5.245
chr18_79893830_79894030	chr18	79893830	79894030	+	731.0	BALBC_PU1_notx_idr.tsv	Intergenic	MERVL_2A-int|LTR|ERVL	-152965.0	NM_053117	93737.0	Mm.24678	NM_053117	ENSMUSG00000056214	Pard6g	2410049N21Rik|Par6a	par-6 family cell polarity regulator gamma	protein-coding	12.005	2.075
chr4_62516171_62516371	chr4	62516171	62516371	+	731.0	BALBC_PU1_notx_idr.tsv	intron (NM_008525, intron 1 of 11)	intron (NM_008525, intron 1 of 11)	3638.0	NM_001276446	17025.0	Mm.6988	NM_008525	ENSMUSG00000028393	Alad	ALADH|Lv	aminolevulinate, delta-, dehydratase	protein-coding	12.515	4.085
chr9_110938069_110938269	chr9	110938069	110938269	+	730.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	7989.0	NM_011562	21667.0	Mm.5090	NM_011562	ENSMUSG00000032494	Tdgf1	CR1|cripto	teratocarcinoma-derived growth factor 1	protein-coding	16.39	2.615
chr8_83743794_83743994	chr8	83743794	83743994	+	730.0	BALBC_PU1_notx_idr.tsv	Intergenic	B2_Mm1t|SINE|B2	-2583.0	NM_001163029	26364.0	Mm.334648	NM_011925	ENSMUSG00000002885	Adgre5	AA409984|Cd97|TM7LN1	adhesion G protein-coupled receptor E5	protein-coding	10.5	0.0
chr18_65193322_65193522	chr18	65193322	65193522	+	730.0	BALBC_PU1_notx_idr.tsv	intron (NM_001114386, intron 21 of 30)	intron (NM_001114386, intron 21 of 30)	-55439.0	NR_029600	387231.0		NR_029600	ENSMUSG00000065402	Mir122	Mir122a|Mirn122a|mir-122|mmu-mir-122	microRNA 122	ncRNA	10.785	0.62
chr18_3477140_3477340	chr18	3477140	3477340	+	729.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR13B1|LTR|ERVK	-30717.0	NM_026505	68010.0	Mm.284863	NM_026505	ENSMUSG00000024232	Bambi	2610003H06Rik	BMP and activin membrane-bound inhibitor	protein-coding	20.145	6.995
chr5_115503152_115503352	chr5	115503152	115503352	+	729.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-3424.0	NM_133915	19303.0	Mm.18714	NM_011223	ENSMUSG00000029528	Pxn	AW108311|AW123232|Pax	paxillin	protein-coding	13.605	0.77
chr3_50418543_50418743	chr3	50418543	50418743	+	729.0	BALBC_PU1_notx_idr.tsv	intron (NM_011990, intron 5 of 11)	intron (NM_011990, intron 5 of 11)	24970.0	NM_011990	26570.0	Mm.260988	NM_011990	ENSMUSG00000027737	Slc7a11	9930009M05Rik|AI451155|sut|xCT	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	protein-coding	17.55	2.23
chr14_124596360_124596560	chr14	124596360	124596560	+	728.0	BALBC_PU1_notx_idr.tsv	intron (NM_207667, intron 1 of 4)	intron (NM_207667, intron 1 of 4)	80667.0	NM_207667	14169.0	Mm.206362	NM_010201	ENSMUSG00000025551	Fgf14	FHF-4|Fhf4|mFHF-4(1B)	fibroblast growth factor 14	protein-coding	11.015	4.4700000000000015
chr14_105297702_105297902	chr14	105297702	105297902	+	728.0	BALBC_PU1_notx_idr.tsv	intron (NM_001190989, intron 4 of 7)	MTC|LTR|ERVL-MaLR	39129.0	NM_029561	76273.0	Mm.290669	NM_029561	ENSMUSG00000053253	Ndfip2	0710001O20Rik|2810436B12Rik|9130207N19Rik|N4wbp5a|mKIAA1165	Nedd4 family interacting protein 2	protein-coding	12.58	1.77
chr4_98588580_98588780	chr4	98588580	98588780	+	728.0	BALBC_PU1_notx_idr.tsv	intron (NM_001005787, intron 2 of 15)	B2_Mm1a|SINE|B2	42046.0	NM_007704	12695.0	Mm.90218	NM_007704	ENSMUSG00000061859	Patj	Cipp|Inadl	PATJ, crumbs cell polarity complex component	protein-coding	14.835	5.47
chr11_96254497_96254697	chr11	96254497	96254697	+	728.0	BALBC_PU1_notx_idr.tsv	intron (NR_037977, intron 1 of 2)	intron (NR_037977, intron 1 of 2)	2937.0	NR_037977	193022.0	Mm.169508	NR_037977		Gm53	-	predicted gene 53	ncRNA	10.09	4.395
chr7_29783877_29784077	chr7	29783877	29784077	+	727.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_013705)	promoter-TSS (NM_013705)	-813.0	NM_013705	22693.0	Mm.292690	NM_013705	ENSMUSG00000047473	Zfp30	2610306P15Rik|Zfp-30	zinc finger protein 30	protein-coding	11.25	4.48
chr17_52008609_52008809	chr17	52008609	52008809	+	727.0	BALBC_PU1_notx_idr.tsv	Intergenic	RMER10B|LTR|ERVL	125982.0	NR_045095	100504169.0	Mm.417731	NR_045095		Gm20098	-	predicted gene, 20098	ncRNA	10.9	4.765
chr16_22658296_22658496	chr16	22658296	22658496	+	726.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-1165.0	NM_138650	110197.0	Mm.194986	NM_138650	ENSMUSG00000022861	Dgkg	2900055E17Rik|90kDa|AI854428|Dagk3|E430001K23Rik|mKIAA4131	diacylglycerol kinase, gamma	protein-coding	10.5	4.395
chr16_6791713_6791913	chr16	6791713	6791913	+	726.0	BALBC_PU1_notx_idr.tsv	intron (NM_021477, intron 4 of 16)	intron (NM_021477, intron 4 of 16)	-278022.0	NM_183188	268859.0	Mm.370334	NM_021477	ENSMUSG00000008658	Rbfox1	A2bp|A2bp1|Hrnbp1|fox-1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein-coding	12.17	3.39
chr2_84241152_84241352	chr2	84241152	84241352	+	726.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	184014.0	NM_018782	54598.0	Mm.75467	NM_018782	ENSMUSG00000059588	Calcrl	AV071593|CRLR	calcitonin receptor-like	protein-coding	12.395	4.395
chr4_148693644_148693863	chr4	148693653	148693853	+	726.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	50436.0	NM_001085505	230909.0	Mm.332067	NM_001085505	ENSMUSG00000070577	Gm572	b2b1167Clo	predicted gene 572	protein-coding	22.515	9.47
chr2_80355993_80356193	chr2	80355993	80356193	+	725.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-35271.0	NR_040370	100503167.0	Mm.265892	NR_040370		Gm13752	OTTMUSG00000013925	predicted gene 13752	ncRNA	10.785	4.625
chr11_51979574_51979774	chr11	51979574	51979774	+	724.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR20A2B_MM|LTR|ERVK	12043.0	NM_029976	52626.0	Mm.289456	NM_029976	ENSMUSG00000020392	Cdkn2aipnl	A430101B06Rik|AA409260|D11Ertd497e|MNCb-1520	CDKN2A interacting protein N-terminal like	protein-coding	11.655	4.78
chr8_35052898_35053098	chr8	35052898	35053098	+	724.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-87308.0	NM_175091	21951.0	Mm.88364	NM_175091	ENSMUSG00000031529	Tnks	4930554K12Rik|AI662855|ARTD5|C86528|D130072O21Rik|TANK1|mTNKS1	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	protein-coding	10.5	1.62
chr4_8988436_8988636	chr4	8988436	8988636	+	723.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-280781.0	NM_028940	74438.0	Mm.473368	NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding	11.015	4.085
chr10_84585603_84585803	chr10	84585603	84585803	+	723.0	BALBC_PU1_notx_idr.tsv	intron (NM_146008, intron 2 of 9)	intron (NM_146008, intron 2 of 9)	8756.0	NM_146008	216198.0	Mm.296142	NM_146008	ENSMUSG00000020034	Tcp11l2	E430026E19Rik	t-complex 11 (mouse) like 2	protein-coding	11.65	3.85
chr6_122826118_122826318	chr6	122826118	122826318	+	722.0	BALBC_PU1_notx_idr.tsv	intron (NM_021899, intron 1 of 10)	intron (NM_021899, intron 1 of 10)	-5159.0	NR_106090	102465710.0		NR_106090	ENSMUSG00000106580	Mir7231	mmu-mir-7231	microRNA 7231	ncRNA	14.3	3.005
chr1_86045050_86045250	chr1	86045050	86045250	+	721.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_001144992)	promoter-TSS (NM_001144992)	-713.0	NM_001144992	72792.0	Mm.54981	NM_001144992	ENSMUSG00000026227	2810459M11Rik	-	RIKEN cDNA 2810459M11 gene	protein-coding	12.58	5.17
chr19_26608485_26608685	chr19	26608485	26608685	+	721.0	BALBC_PU1_notx_idr.tsv	intron (NM_011416, intron 1 of 32)	intron (NM_011416, intron 1 of 32)	3425.0	NM_011416	67155.0	Mm.342988	NM_011416	ENSMUSG00000024921	Smarca2	2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding	10.67	0.31
chr16_15918519_15918719	chr16	15918519	15918719	+	721.0	BALBC_PU1_notx_idr.tsv	intron (NM_146068, intron 11 of 19)	Lx5|LINE|L1	31333.0	NM_007679	12609.0	Mm.347407	NM_007679	ENSMUSG00000071637	Cebpd	c/EBPdelta	CCAAT/enhancer binding protein (C/EBP), delta	protein-coding	10.785	2.315
chr9_98744117_98744317	chr9	98744117	98744317	+	720.0	BALBC_PU1_notx_idr.tsv	Intergenic	MLT1J|LTR|ERVL-MaLR	75870.0	NR_045332	331011.0	Mm.271554	NR_045332	ENSMUSG00000102013	E330023G01Rik	E330023G01	RIKEN cDNA E330023G01 gene	ncRNA	10.9	1.15
chr12_64574972_64575172	chr12	64574972	64575172	+	720.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-100174.0	NM_001163271	623046.0	Mm.189552	NM_001163271	ENSMUSG00000043060	Fscb	EG623046	fibrous sheath CABYR binding protein	protein-coding	11.13	0.77
chr1_173391362_173391562	chr1	173391362	173391562	+	719.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-23767.0	NM_053199	94332.0	Mm.330524	NM_053199	ENSMUSG00000005338	Cadm3	BIgR|Igsf4b|Necl-1|Necl1|SynCAM3|Tsll1	cell adhesion molecule 3	protein-coding	10.9	1.08
chr5_41893036_41893236	chr5	41893036	41893236	+	719.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	1794.0	NR_105842	102465225.0		NR_105842	ENSMUSG00000098264	Mir6414	Gm27518|mmu-mir-6414	microRNA 6414	ncRNA	10.785	1.46
chr16_77459385_77459585	chr16	77459385	77459585	+	719.0	BALBC_PU1_notx_idr.tsv	non-coding (NR_015543, exon 3 of 5)	non-coding (NR_015543, exon 3 of 5)	130157.0	NR_015543	77994.0	Mm.394688	NR_015543	ENSMUSG00000090386	Mir99ahg	2810055G20Rik|D730043B02Rik	Mir99a and Mirlet7c-1 host gene (non-protein coding)	ncRNA	13.045000000000002	4.075
chr10_6440743_6440943	chr10	6440743	6440943	+	718.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1_Mus1|LINE|L1	-317750.0	NM_001302796	18390.0	Mm.438000	NM_011013	ENSMUSG00000000766	Oprm1	M-OR-1|MOP-R|MOR-1|MOR-1O|Oprm|mor|muOR	opioid receptor, mu 1	protein-coding	11.19	0.77
chr4_120245633_120245833	chr4	120245633	120245833	+	718.0	BALBC_PU1_notx_idr.tsv	Intergenic	ORR1A3|LTR|ERVL-MaLR	41528.0	NM_194060	329934.0	Mm.277090	NM_194060	ENSMUSG00000052135	Foxo6	-	forkhead box O6	protein-coding	12.695	5.7799999999999985
chr5_92028795_92028995	chr5	92028795	92028995	+	718.0	BALBC_PU1_notx_idr.tsv	intron (NM_001276315, intron 6 of 12)	B4|SINE|B4	13801.0	NM_001276315	53886.0	Mm.44963	NM_016912	ENSMUSG00000029403	Cdkl2	5330436L21Rik|AI505225|KKIAMRE|Kkm	cyclin-dependent kinase-like 2 (CDC2-related kinase)	protein-coding	12.86	0.925
chr4_148365858_148366058	chr4	148365858	148366058	+	718.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-77993.0	NM_001083342	242748.0	Mm.33873	NM_001083342	ENSMUSG00000041544	Ptchd2	Disp3|G630052C06Rik|RNDEu-2	patched domain containing 2	protein-coding	13.62	4.545
chr18_12334491_12334691	chr18	12334491	12334691	+	718.0	BALBC_PU1_notx_idr.tsv	intron (NM_010680, intron 1 of 74)	intron (NM_010680, intron 1 of 74)	567.0	NM_010680	16774.0	Mm.42012	NM_010680	ENSMUSG00000024421	Lama3	Lama3B|[a]3B	laminin, alpha 3	protein-coding	11.365	3.775
chr3_31459568_31459768	chr3	31459568	31459768	+	717.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-149349.0	NM_172861	241919.0	Mm.285366	NM_172861	ENSMUSG00000069072	Slc7a14	A930013N06|BC061928	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14	protein-coding	13.5	6.2349999999999985
chr4_62869724_62869924	chr4	62869724	62869924	+	717.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-95750.0	NM_028326	72701.0	Mm.26479	NM_028326	ENSMUSG00000028358	Zfp618	2810031P15Rik|2810040O04Rik|AI415580|AI505139|D430033D05Rik|Nedd10|Znf618|bM257P7.1	zinc finger protein 618	protein-coding	10.615	1.695
chr8_88678552_88678752	chr8	88678552	88678752	+	717.0	BALBC_PU1_notx_idr.tsv	intron (NM_145857, intron 9 of 12)	RMER15-int|LTR|ERVL	-18376.0	NM_001128170	74256.0	Mm.490395	NM_173369	ENSMUSG00000036712	Cyld	2010013M14Rik|2900009M21Rik|C130039D01Rik|CDMT|CYLD1|EAC|mKIAA0849	CYLD lysine 63 deubiquitinase	protein-coding	10.55	1.08
chr9_72766800_72767000	chr9	72766800	72767000	+	717.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-40374.0	NM_175485	235472.0	Mm.31696	NM_175485	ENSMUSG00000036030	Prtg	A230098A12Rik|Igdcc5	protogenin	protein-coding	10.67	4.01
chr18_23604791_23604991	chr18	23604791	23604991	+	717.0	BALBC_PU1_notx_idr.tsv	TTS (NM_010087)	TTS (NM_010087)	107409.0	NM_001285817	13527.0	Mm.94371	NM_010087	ENSMUSG00000024302	Dtna	2210407P21Rik|DTN-A|Dtn|Gm19389|a-DB-1|adbn	dystrobrevin alpha	protein-coding	11.075	0.0
chr4_62228455_62228655	chr4	62228455	62228655	+	717.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-20009.0	NM_009554	22696.0	Mm.5011	NM_009554	ENSMUSG00000028389	Zfp37	Tzn|Zfp-37	zinc finger protein 37	protein-coding	10.035	2.77
chr4_109986240_109986440	chr4	109986240	109986440	+	715.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	8315.0	NM_172296	242620.0	Mm.32825	NM_172296	ENSMUSG00000047143	Dmrta2	Dmrt5	doublesex and mab-3 related transcription factor like family A2	protein-coding	13.315	3.7
chr10_122583910_122584110	chr10	122583910	122584110	+	715.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-14119.0	NR_040616	319272.0	Mm.411763	NR_040616		A130077B15Rik	-	RIKEN cDNA A130077B15 gene	ncRNA	11.3	2.385
chr6_80204846_80205046	chr6	80204846	80205046	+	715.0	BALBC_PU1_notx_idr.tsv	intron (NM_001347261, intron 2 of 2)	L1_Mus3|LINE|L1	185303.0	NM_001347261	243499.0	Mm.483425	NM_178731	ENSMUSG00000052581	Lrrtm4	7530419J18Rik|A230052N11	leucine rich repeat transmembrane neuronal 4	protein-coding	14.775	6.39
chr2_121509723_121509923	chr2	121509723	121509923	+	715.0	BALBC_PU1_notx_idr.tsv	intron (NM_001290987, intron 1 of 11)	intron (NM_001290987, intron 1 of 11)	3100.0	NM_001290986	241627.0	Mm.293284	NM_030234	ENSMUSG00000027242	Wdr76	5830411K18Rik|6030457D09|AA517836	WD repeat domain 76	protein-coding	11.19	3.85
chr3_127949197_127949397	chr3	127949197	127949397	+	714.0	BALBC_PU1_notx_idr.tsv	intron (NR_040552, intron 4 of 4)	intron (NR_040552, intron 4 of 4)	33126.0	NR_040552	329753.0	Mm.119720	NR_040552	ENSMUSG00000104763	9830132P13Rik	9830132P13	RIKEN cDNA 9830132P13 gene	ncRNA	11.02	2.46
chr8_60564051_60564251	chr8	60564051	60564251	+	714.0	BALBC_PU1_notx_idr.tsv	Intergenic	MMERVK9E_I-int|LTR|ERVK	58027.0	NM_011834	23923.0	Mm.35020	NM_011834	ENSMUSG00000057228	Aadat	AI875679|Aadt|KATII|Kat2|Kyat2|mKat-2	aminoadipate aminotransferase	protein-coding	12.23	0.0
chr8_47383733_47383933	chr8	47383733	47383933	+	714.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-31485.0	NM_175162	71069.0	Mm.23973	NM_175162	ENSMUSG00000038143	Stox2	4933409N07Rik|AI449080|AI835114|mKIAA1392	storkhead box 2	protein-coding	12.35	3.54
chr1_59163247_59163447	chr1	59163247	59163447	+	713.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_001164682)	promoter-TSS (NM_001164682)	42.0	NM_001164682	227157.0	Mm.474049	NM_145143	ENSMUSG00000079550	Mpp4	Dlg6	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	protein-coding	10.615	1.545
chr18_82133074_82133274	chr18	82133074	82133274	+	713.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-141094.0	NR_039589	100628596.0		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA	11.365	2.845
chr11_114933664_114933864	chr11	114933664	114933864	+	713.0	BALBC_PU1_notx_idr.tsv	intron (NM_199221, intron 1 of 3)	intron (NM_199221, intron 1 of 3)	622.0	NM_001347651	217304.0	Mm.185355	NM_199221	ENSMUSG00000063193	Cd300lb	CLM-7|Clm7|Gm253|LMIR5	CD300 molecule like family member B	protein-coding	12.105	5.32
chr3_43942003_43942233	chr3	43942018	43942218	+	712.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	GA-rich|Low_complexity|Low_complexity	1436142.0	NR_045172	72511.0	Mm.140700	NR_045172	ENSMUSG00000097040	2610316D01Rik	-	RIKEN cDNA 2610316D01 gene	ncRNA	22.515	9.78
