	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr19_16908024_16908243	chr19	16908033	16908233	+	798.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MIR|SINE|MIR	-34303.0	NM_008023	14240.0	Mm.7971	NM_008023	ENSMUSG00000056829	Foxb2	Fkh4	forkhead box B2	protein-coding	9.515	26.865
chr15_63662913_63663113	chr15	63662913	63663113	+	798.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	URR1A|DNA|hAT-Charlie	145726.0	NM_031378	83492.0	Mm.335619	NM_031378	ENSMUSG00000079025	Gsdmc	Gsdmc1|Mlze	gasdermin C	protein-coding	5.305	11.71
chr19_43993565_43993805	chr19	43993585	43993785	+	798.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7165.0	NM_030703	93721.0	Mm.206774	NM_030703	ENSMUSG00000025196	Cpn1	0610011F20Rik|CPN	carboxypeptidase N, polypeptide 1	protein-coding	8.595	19.885
chr8_35706989_35707189	chr8	35706989	35707189	+	798.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-118069.0	NR_040376	100504714.0	Mm.381744	NR_040376	ENSMUSG00000097357	Gm16793	-	predicted gene, 16793	ncRNA	0.92	13.415
chr12_104810994_104811194	chr12	104810994	104811194	+	798.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001040682, intron 1 of 12)	URR1B|DNA|hAT-Charlie	53982.0	NR_104435	94040.0	Mm.244078	NM_053155	ENSMUSG00000021097	Clmn	9330188N17Rik|AI428889|AI788815|mKIAA1188	calmin	protein-coding	5.6549999999999985	16.935000000000002
chr5_43921677_43921912	chr5	43921694	43921894	+	798.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER17B|LTR|ERVK	52985.0	NM_007646	12494.0	Mm.249873	NM_007646	ENSMUSG00000029084	Cd38	ADPRC 1|Cd38-rs1|I-19	CD38 antigen	protein-coding	11.43	33.19
chr8_14846188_14846388	chr8	14846188	14846388	+	797.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_172910, intron 15 of 15)	intron (NM_172910, intron 15 of 15)	-42248.0	NM_012000	26889.0	Mm.254027	NM_012000	ENSMUSG00000026317	Cln8	mnd	ceroid-lipofuscinosis, neuronal 8	protein-coding	6.76	15.005
chr11_94709029_94709236	chr11	94709032	94709232	+	797.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTD|LTR|ERVL-MaLR	-4633.0	NM_001007584	432589.0	Mm.342314	NM_001007584	ENSMUSG00000056008	Gm11541	OTTMUSG00000002038	predicted gene 11541	protein-coding	8.31	19.12
chr3_127319633_127319843	chr3	127319638	127319838	+	796.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001327938, intron 1 of 47)	Lx10|LINE|L1	89320.0	NM_001327939	109676.0	Mm.220242	NM_178655	ENSMUSG00000032826	Ank2	100043364|AI835472|AW491075|Ank-2|Gm4392	ankyrin 2, brain	protein-coding	11.245	25.2
chr13_116843972_116844172	chr13	116843972	116844172	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	181444.0	NM_001081009	52552.0	Mm.274466	NM_027272	ENSMUSG00000021725	Parp8	2810430O08Rik|ARTD16|D13Ertd275e	poly (ADP-ribose) polymerase family, member 8	protein-coding	2.9450000000000003	13.855
chr15_99495265_99495465	chr15	99495265	99495465	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-20635.0	NM_029236	75284.0	Mm.32826	NM_029236	ENSMUSG00000037525	Bcdin3d	4930556P03Rik|AV138748	BCDIN3 domain containing	protein-coding	3.34	19.395
chr10_93791209_93791409	chr10	93791209	93791409	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR13B1|LTR|ERVK	-40246.0	NM_001206851	327799.0	Mm.491598	NM_183199	ENSMUSG00000020020	Usp44	E430004F17Rik	ubiquitin specific peptidase 44	protein-coding	0.0	24.93
chr3_87330377_87330577	chr3	87330377	87330577	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	(GGAA)n|Simple_repeat|Simple_repeat	-27404.0	NM_009690	11801.0	Mm.6676	NM_009690	ENSMUSG00000015854	Cd5l	1/6|AAC-11|AI047839|Api6|CT2|Pdp|Sp-alpha|mAIM	CD5 antigen-like	protein-coding	1.495	14.255
chr19_44257439_44257639	chr19	44257439	44257639	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-36137.0	NM_009128	20250.0	Mm.487021	NM_009128	ENSMUSG00000025203	Scd2	Mir5114|Scd-2|mir-5114|swty	stearoyl-Coenzyme A desaturase 2	protein-coding	8.02	17.235
chr1_120112891_120113126	chr1	120112908	120113108	+	796.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	TTS (NM_007830)	TTS (NM_007830)	7911.0	NM_001037999	13167.0	Mm.2785	NM_007830	ENSMUSG00000026385	Dbi	ACBD1|Acbp|EP|endozepine	diazepam binding inhibitor	protein-coding	9.0	25.125
chr2_118601965_118602182	chr2	118601973	118602173	+	796.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_009773, intron 2 of 22)	intron (NM_009773, intron 2 of 22)	3862.0	NM_009773	12236.0	Mm.29133	NM_009773	ENSMUSG00000040084	Bub1b	AU045529|BUBR1	BUB1B, mitotic checkpoint serine/threonine kinase	protein-coding	12.685	48.255
chr4_87432397_87432597	chr4	87432397	87432597	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-201957.0	NM_172426	76376.0	Mm.490487	NM_172426	ENSMUSG00000037996	Slc24a2	2810021B17Rik|6330417K15Rik|AI847460|Nckx2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	protein-coding	1.675	11.935
chr14_120699442_120699642	chr14	120699442	120699642	+	796.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx8|LINE|L1	-211652.0	NM_023579	70572.0	Mm.221452	NM_023579	ENSMUSG00000030662	Ipo5	1110011C18Rik|5730478E03Rik|AA409333|C76941|IMB3|Kpnb3|Ranbp5	importin 5	protein-coding	6.805	16.345
chr15_80039807_80040041	chr15	80039824	80040024	+	796.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTD|LTR|ERVL-MaLR	-25116.0	NM_011057	18591.0	Mm.144089	NM_011057	ENSMUSG00000000489	Pdgfb	PDGF-B|Sis	platelet derived growth factor, B polypeptide	protein-coding	8.245000000000001	21.665
chr8_127680311_127680516	chr8	127680313	127680513	+	795.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	380761.0	NM_001013580	93742.0	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding	8.425	22.265
chr10_94211832_94212038	chr10	94211835	94212035	+	795.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_025551, intron 3 of 3)	intron (NM_025551, intron 3 of 3)	12926.0	NM_025551	66414.0	Mm.27886	NM_025551	ENSMUSG00000020022	Ndufa12	2410011G03Rik|AW112974	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	protein-coding	11.125	26.8
chr12_116442737_116442937	chr12	116442737	116442937	+	795.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_133762, intron 23 of 28)	intron (NM_133762, intron 23 of 28)	37435.0	NM_133762	76044.0	Mm.491196	NM_133762	ENSMUSG00000042029	Ncapg2	5830426I05Rik|Luzp5|Mtb|mCAP-G2	non-SMC condensin II complex, subunit G2	protein-coding	4.15	10.945
chr7_4452098_4452298	chr7	4452098	4452298	+	795.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ID_B1|SINE|B4	-6541.0	NM_175372	108841.0	Mm.413106	NM_175372	ENSMUSG00000008435	Rdh13	8430425D21Rik	retinol dehydrogenase 13 (all-trans and 9-cis)	protein-coding	4.0950000000000015	10.095
chr4_135977544_135977744	chr4	135977544	135977744	+	795.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_025411, intron 4 of 5)	(GGAA)n|Simple_repeat|Simple_repeat	-5050.0	NM_011942	26394.0	Mm.34302	NM_011942	ENSMUSG00000028670	Lypla2	LysoII	lysophospholipase 2	protein-coding	3.52	12.63
chr1_39608595_39608836	chr1	39608615	39608815	+	795.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-31368.0	NM_001033135	67702.0	Mm.28614	NM_001033135	ENSMUSG00000048234	Rnf149	1600023E10Rik|AV037261|C76763|Gm15832|Greul4|OTTMUSG00000026591	ring finger protein 149	protein-coding	10.15	25.090000000000003
chr4_10920259_10920459	chr4	10920259	10920459	+	795.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	45861.0	NM_026005	67157.0	Mm.440552	NM_026005	ENSMUSG00000059482	2610301B20Rik	AI428449	RIKEN cDNA 2610301B20 gene	protein-coding	4.55	12.325
chr13_10066865_10067168	chr13	10066916	10067116	+	795.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_033269, intron 3 of 4)	intron (NM_033269, intron 3 of 4)	293787.0	NM_033269	12671.0	Mm.342315	NM_033269	ENSMUSG00000046159	Chrm3	Chrm-3|M3|M3R	cholinergic receptor, muscarinic 3, cardiac	protein-coding	11.245	24.34
chr5_136415232_136415432	chr5	136415232	136415432	+	795.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001291239, intron 2 of 22)	(GGAA)n|Simple_repeat|Simple_repeat	-39529.0	NR_030500	723975.0		NR_030500	ENSMUSG00000106479	Mir721	Mirn721|miRY|mir-721|mmu-mir-721	microRNA 721	ncRNA	2.825	14.8
chr11_31840655_31840855	chr11	31840655	31840855	+	795.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MIRc|SINE|MIR	-16208.0	NR_102311	414116.0	Mm.150222	NR_102310	ENSMUSG00000085772	D630024D03Rik	-	RIKEN cDNA D630024D03 gene	ncRNA	1.495	12.095
chr7_126748953_126749153	chr7	126748953	126749153	+	794.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	-10573.0	NM_011952	26417.0	Mm.8385	NM_011952	ENSMUSG00000063065	Mapk3	Erk-1|Erk1|Ert2|Esrk1|Mnk1|Mtap2k|Prkm3|p44|p44erk1|p44mapk	mitogen-activated protein kinase 3	protein-coding	5.7650000000000015	12.635
chr7_47112656_47112856	chr7	47112656	47112856	+	794.0	C57Bl6_PU1_notx_idr.tsv	5' UTR (NM_001163565, exon 2 of 14)	5' UTR (NM_001163565, exon 2 of 14)	19842.0	NM_001163565	19259.0	Mm.4654	NM_013643	ENSMUSG00000030854	Ptpn5	Step	protein tyrosine phosphatase, non-receptor type 5	protein-coding	5.6	14.400000000000002
chr14_86758287_86758487	chr14	86758287	86758487	+	794.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_019670, intron 27 of 27)	intron (NM_019670, intron 27 of 27)	382727.0	NM_019670	56419.0	Mm.440585	NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|mDia2|mKIAA4117|p134MDia2	diaphanous related formin 3	protein-coding	0.345	11.475
chr14_62817876_62818076	chr14	62817876	62818076	+	794.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_045503, intron 3 of 6)	Lx7|LINE|L1	-19714.0	NM_175546	268752.0	Mm.1960	NM_175546	ENSMUSG00000014547	Wdfy2	5830485M08|B130024L21Rik|ProF|ZFYVE22	WD repeat and FYVE domain containing 2	protein-coding	2.135	12.49
chr10_79802505_79802705	chr10	79802505	79802705	+	794.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_023128, intron 1 of 8)	intron (NM_023128, intron 1 of 8)	9033.0	NM_023128	18483.0	Mm.34650	NM_023128	ENSMUSG00000035863	Palm	-	paralemmin	protein-coding	6.4049999999999985	14.55
chr4_134512972_134513172	chr4	134512972	134513172	+	794.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001081099, intron 1 of 2)	MURVY-LTR|LTR|ERV1	2073.0	NM_001081099	69885.0	Mm.141592	NM_001081099	ENSMUSG00000078521	Aunip	2610002D18Rik|Clhc1	aurora kinase A and ninein interacting protein	protein-coding	0.635	14.86
chr11_8777268_8777499	chr11	8777283	8777483	+	793.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-112848.0	NM_001083587	319939.0	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding	10.39	21.87
chr2_45542399_45542624	chr2	45542411	45542611	+	793.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-154094.0	NR_040497	69405.0	Mm.396184	NR_040497	ENSMUSG00000086202	1700019E08Rik	-	RIKEN cDNA 1700019E08 gene	ncRNA	10.9	23.415
chr18_36540563_36540768	chr18	36540565	36540765	+	793.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_172830, intron 18 of 20)	intron (NM_172830, intron 18 of 20)	12513.0	NM_001271546	240215.0	Mm.135463	NM_172830	ENSMUSG00000024485	Slc4a9	AE4|D630003B07|D630024F24Rik	solute carrier family 4, sodium bicarbonate cotransporter, member 9	protein-coding	8.940000000000003	33.92
chr1_51699488_51699695	chr1	51699491	51699691	+	793.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MLTR14|LTR|ERV1	216387.0	NM_001290982	17912.0	Mm.3390	NM_010863	ENSMUSG00000018417	Myo1b	AA406997|MIH-L|MMIa	myosin IB	protein-coding	10.735	33.965
chr6_122583159_122583367	chr6	122583163	122583363	+	793.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001134391, intron 5 of 7)	(GGA)n|Simple_repeat|Simple_repeat	19181.0	NM_031159	11810.0	Mm.3333	NM_031159	ENSMUSG00000040613	Apobec1	Cdar1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	protein-coding	11.43	24.33
chr14_50956519_50956719	chr14	50956519	50956719	+	793.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001123371, intron 1 of 5)	intron (NM_001123371, intron 1 of 5)	478.0	NM_001123371	667034.0	Mm.482171	NM_001123371	ENSMUSG00000068417	Pnp2	-	purine-nucleoside phosphorylase 2	protein-coding	0.0	12.325
chr13_4765450_4765671	chr13	4765460	4765660	+	792.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-156396.0	NM_018859	56043.0	Mm.251908	NM_018859	ENSMUSG00000045410	Akr1e1	1810061I10Rik|Akr1e2	aldo-keto reductase family 1, member E1	protein-coding	8.655000000000001	34.1
chr5_93255853_93256065	chr5	93255859	93256059	+	792.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-11614.0	NM_007635	12452.0	Mm.3527	NM_007635	ENSMUSG00000029385	Ccng2	-	cyclin G2	protein-coding	8.940000000000003	31.185
chr19_47442947_47443147	chr19	47442947	47443147	+	792.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001164717, intron 1 of 13)	intron (NM_001164717, intron 1 of 13)	21364.0	NM_001164717	14218.0	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding	4.215	12.095
chr12_34663821_34664021	chr12	34663821	34664021	+	792.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001271386, intron 3 of 27)	intron (NM_001271386, intron 3 of 27)	-135032.0	NM_024124	79221.0	Mm.310551	NM_024124	ENSMUSG00000004698	Hdac9	AV022454|D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding	3.46	11.165
chr5_100559437_100559637	chr5	100559437	100559637	+	792.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_139198, intron 3 of 4)	intron (NM_139198, intron 3 of 4)	12668.0	NM_139198	231507.0	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding	2.535	12.095
chr3_14869855_14870065	chr3	14869860	14870060	+	792.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_007606, intron 5 of 6)	intron (NM_007606, intron 5 of 6)	6422.0	NM_007606	12350.0	Mm.300	NM_007606	ENSMUSG00000027559	Car3	BB219044|Ca3|Car-3	carbonic anhydrase 3	protein-coding	10.835	23.415
chr12_117861017_117861244	chr12	117861030	117861230	+	792.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_146040, intron 1 of 9)	intron (NM_146040, intron 1 of 9)	17269.0	NM_146040	217946.0	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding	11.02	31.875
chr1_40333269_40333469	chr1	40333269	40333469	+	792.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_133193, intron 4 of 10)	L1_Mus3|LINE|L1	8742.0	NM_133193	107527.0	Mm.155583	NM_133193	ENSMUSG00000070942	Il1rl2	AI481289|AW551444|IL-1Rrp2	interleukin 1 receptor-like 2	protein-coding	5.6549999999999985	14.93
chr1_84537686_84537897	chr1	84537691	84537891	+	791.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_152915, intron 4 of 12)	intron (NM_152915, intron 4 of 12)	-158048.0	NR_039588	100628595.0		NR_039588	ENSMUSG00000093254	Mir5126	mir-5126|mmu-mir-5126|mu-mir-5126	microRNA 5126	ncRNA	7.96	21.105
chr1_161507698_161507915	chr1	161507706	161507906	+	791.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	13149.0	NM_183391	240873.0	Mm.276823	NM_183391	ENSMUSG00000066755	Tnfsf18	Gitrl|Tnlg2a	tumor necrosis factor (ligand) superfamily, member 18	protein-coding	16.89	61.44
chr5_5437553_5437753	chr5	5437553	5437753	+	791.0	C57Bl6_PU1_notx_idr.tsv	TTS (NM_001200025)	TTS (NM_001200025)	41490.0	NM_001200025	381716.0	Mm.276086	NM_001200025	ENSMUSG00000079666	1700015F17Rik	Gm1686	RIKEN cDNA 1700015F17 gene	protein-coding	3.35	13.395
chr2_131530098_131530298	chr2	131530098	131530298	+	791.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_037281, intron 1 of 2)	intron (NR_037281, intron 1 of 2)	32087.0	NM_013460	11550.0	Mm.389380	NM_013460	ENSMUSG00000027335	Adra1d	Adra-1|Adra1|Adra1a|Gpcr8|Spr8|[a]1d|alpha1D-AR	adrenergic receptor, alpha 1d	protein-coding	4.33	12.015
chr12_115955842_115956042	chr12	115955842	115956042	+	791.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-91782.0	NM_001286214	56220.0	Mm.254997	NM_019565	ENSMUSG00000042063	Zfp386	Kzf1|mKIAA4205	zinc finger protein 386 (Kruppel-like)	protein-coding	0.0	18.625
chr6_123190217_123190453	chr6	123190235	123190435	+	790.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001004159, intron 3 of 5)	L1_Mus2|LINE|L1	17312.0	NM_001004159	381809.0	Mm.333372	NM_001004159	ENSMUSG00000067767	Clec4b2	Aplra1|F830043G12Rik|mDCAR1	C-type lectin domain family 4, member b2	protein-coding	10.39	22.8
chr5_43091406_43091624	chr5	43091415	43091615	+	790.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx7|LINE|L1	-141948.0	NM_001177379	231207.0	Mm.7233	NM_175937	ENSMUSG00000039782	Cpeb2	A630055H10Rik|Cpe-bp2	cytoplasmic polyadenylation element binding protein 2	protein-coding	8.535	19.64
chr6_129747374_129747574	chr6	129747374	129747574	+	790.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-6990.0	NM_177155	320407.0	Mm.123265	NM_177155	ENSMUSG00000043932	Klri2	A530090P03Rik	killer cell lectin-like receptor family I member 2	protein-coding	8.42	43.545
chr17_7008621_7008831	chr17	7008626	7008826	+	790.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-16817.0	NM_001033442	381059.0	Mm.490353	NM_001033442	ENSMUSG00000095720	Gm1604b	ENSMUSG00000073470|Gm1604	predicted gene 1604b	protein-coding	8.475000000000001	27.485
chr12_98295032_98295232	chr12	98295032	98295232	+	790.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	26497.0	NM_008152	14744.0	Mm.378924	NM_008152	ENSMUSG00000021886	Gpr65	Dig1|Gpcr25|TDAG8	G-protein coupled receptor 65	protein-coding	6.695	14.49
chr3_67568359_67568586	chr3	67568372	67568572	+	790.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	LTR41|LTR|ERVL	-14296.0	NM_025813	66868.0	Mm.491153	NM_025813	ENSMUSG00000027775	Mfsd1	1200003O06Rik	major facilitator superfamily domain containing 1	protein-coding	9.63	21.020000000000003
chr2_167765194_167765394	chr2	167765194	167765394	+	790.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	74117.0	NR_015500	329562.0	Mm.123101	NM_177851	ENSMUSG00000006462	A530013C23Rik	-	RIKEN cDNA A530013C23 gene	ncRNA	3.285	11.71
chr10_93126428_93126628	chr10	93126428	93126628	+	790.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1A1|LTR|ERVL-MaLR	-34348.0	NM_146239	237459.0	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding	0.0	12.56
chr17_71004363_71004567	chr17	71004365	71004565	+	789.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1B1|LTR|ERVL-MaLR	-1932.0	NM_026064	67268.0	Mm.489605	NM_026064	ENSMUSG00000024048	Myl12a	2900073G15Rik|AI838292|C80200	myosin, light chain 12A, regulatory, non-sarcomeric	protein-coding	8.995	19.96
chr3_54564011_54564226	chr3	54564018	54564218	+	789.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-128987.0	NM_019995	56790.0	Mm.486375	NM_019995	ENSMUSG00000027751	Supt20	AA667204|AI450544|D3Ertd300e|Fam48a|Supt20h|p38IP	suppressor of Ty 20	protein-coding	10.39	29.05
chr18_34229642_34229853	chr18	34229647	34229847	+	789.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_007462, intron 1 of 15)	intron (NM_007462, intron 1 of 15)	-7975.0	NR_040534	633395.0	Mm.414290	NR_040534	ENSMUSG00000073607	Gm10548	ENSMUSG00000073607	ribosomal protein L29 pseudogene	pseudo	11.08	27.125
chr17_45443119_45443319	chr17	45443119	45443319	+	789.0	C57Bl6_PU1_notx_idr.tsv	TTS (NR_130961)	TTS (NR_130961)	9388.0	NR_130961	105246278.0	Mm.206588	NR_130960	ENSMUSG00000097119	B230354K17Rik	-	RIKEN cDNA B230354K17 gene	ncRNA	3.175	12.245
chr7_112215002_112215202	chr7	112215002	112215202	+	789.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-10734.0	NM_177282	320878.0	Mm.52312	NM_177282	ENSMUSG00000038244	Mical2	5330438E18Rik|9530064J02|MICAL-2|mKIAA0750	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein-coding	4.44	13.565
chr5_23968972_23969176	chr5	23968974	23969174	+	789.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_053090, intron 10 of 10)	intron (NM_053090, intron 10 of 10)	61238.0	NM_001310471	84652.0	Mm.304976	NM_053090	ENSMUSG00000028995	Fam126a	AB030242|Drctnnb1a	family with sequence similarity 126, member A	protein-coding	9.35	32.49
chr18_34555291_34555491	chr18	34555291	34555491	+	789.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	13063.0	NM_009290	20890.0	Mm.558	NM_009290	ENSMUSG00000012282	Wnt8a	Stra11|Wnt-8A|Wnt-8D|Wnt8d	wingless-type MMTV integration site family, member 8A	protein-coding	0.575	15.579999999999998
chr13_94466942_94467142	chr13	94466942	94467142	+	789.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_009680, intron 15 of 26)	intron (NM_009680, intron 15 of 26)	108082.0	NM_009680	11774.0	Mm.21185	NM_009680	ENSMUSG00000021686	Ap3b1	AP-3|AU015684|C78395|Hps2|beta3A|pe|pearl|rim2	adaptor-related protein complex 3, beta 1 subunit	protein-coding	5.6549999999999985	12.4
chr12_114757989_114758216	chr12	114758002	114758202	+	788.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-244408.0	NR_106063	102465664.0		NR_106063	ENSMUSG00000098357	Mir7094-2	Gm27508|mmu-mir-7094-2	microRNA 7094-2	ncRNA	17.43	66.725
chr13_85418824_85419041	chr13	85418832	85419032	+	788.5	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-129446.0	NM_145452	218397.0	Mm.259653	NM_145452	ENSMUSG00000021549	Rasa1	Gap|RasGAP|Rasa	RAS p21 protein activator 1	protein-coding	8.82	24.26
chr4_55958422_55958622	chr4	55958422	55958622	+	788.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-426047.0	NM_010637	16600.0	Mm.4325	NM_010637	ENSMUSG00000003032	Klf4	EZF|Gklf|Zie	Kruppel-like factor 4 (gut)	protein-coding	5.765	13.95
chr17_79333061_79333264	chr17	79333062	79333262	+	788.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	TTS (NM_026514)	TTS (NM_026514)	21929.0	NM_026514	260409.0	Mm.140601	NM_026514	ENSMUSG00000036533	Cdc42ep3	3200001F04Rik|AA986861|Borg2|Cep3|UB1	CDC42 effector protein (Rho GTPase binding) 3	protein-coding	8.595	26.65
chr3_87506576_87506776	chr3	87506576	87506776	+	788.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx8|LINE|L1	-18902.0	NM_001286844	27049.0	Mm.219460	NM_012051	ENSMUSG00000003382	Etv3	AI414410|METS|Pe1	ets variant 3	protein-coding	1.615	12.32
